s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA0	T839	DC Comics Presents was an American comic book series.	E	T839_mod_3	DC Comics Presents was an American comic book series.	C
0	IA1	T1390	Godolphin Racing has been the owner of Cape Cross since 1994.	C	T1390_mod_4	Godolphin Racing has been the owner of Cape Cross since 1994.	E
0	IA0	T688	Dennis Gabor is a famous Hungarian/British scientist.	E	T688_mod_2	Dennis Gabor is a famous Hungarian/British scientist.	C
0	IA1	T596	Ciara Princess Harris married  Nayvadious Wilburn	C	T596_mod_1	Ciara Princess Harris married  Nayvadious Wilburn	E
0	IA1	T12	The Faroe Islands are led by Lene Moyell Johnansen.	C	T12_mod_5	The Faroe Islands are led by Lene Moyell Johnansen.	E
0	IA1	T1179	Trainer of Brigadier Gerard is Mr & Mrs. John L. Hislop.	C	T1179_mod_2	Trainer of Brigadier Gerard is Mr & Mrs. John L. Hislop.	E
0	IA0	T340	Jennifer Love Hewitt has been singing professionally since she was a toddler.	C	T340_mod_2	Jennifer Love Hewitt has been singing professionally since she was a toddler.	E
0	IA0	T272	The musician Chet Baker started playing music professionally at 10 years old.	C	T272_mod_3	The musician Chet Baker started playing music professionally at 10 years old.	E
0	IA1	T940	Bruges is a xenophobic area with no wish for outside visitors.	C	T940_mod_4	Bruges is a xenophobic area with no wish for outside visitors.	E
0	IA1	T745	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in America.	C	T745_mod_4	Men's 50 kilometre freestyle at the XXII Olympic Winter Games was held in America.	E
0	IA0	T1784	Interior was painted in the last fifty years.	C	T1784_mod_3	Interior was painted in the last fifty years.	E
0	IA1	T543	India v. Pakistan at Eden Gardens in 1999 drew more than India's total 2017 season.	C	T543_mod_1	India v. Pakistan at Eden Gardens in 1999 drew more than India's total 2017 season.	E
0	IA1	T104	E Street band is from the capital of New Jersey.	C	T104_mod_4	E Street band is from the capital of New Jersey.	E
0	IA1	T709	Crack-Up was primarily recorded in Washington state.	C	T709_mod_3	Crack-Up was primarily recorded in Washington state.	E
0	IA1	T792	David Ronald de Mey Warren is an Australian scientist from Melbourne.	E	T792_mod_1	David Ronald de Mey Warren is an Australian scientist from Melbourne.	C
0	IA1	T1395	National Rail began in Liverpool England.	E	T1395_mod_3	National Rail began in Liverpool England.	C
0	IA0	T277	Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza began an active career in 1963.	E	T277_mod_1	Mar’a del Rosario Mercedes Pilar Mart’nez Molina Baeza began an active career in 1963.	C
0	IA0	T1446	Jennifer Aniston has been active since her early twenties.	C	T1446_mod_2	Jennifer Aniston has been active since her early twenties.	E
0	IA1	T274	Fawad Khan did a record with Jay Z that was very popular.	C	T274_mod_1	Fawad Khan did a record with Jay Z that was very popular.	E
0	IA0	T536	Denver City is located in the deep south region of the United States.	C	T536_mod_3	Denver City is located in the deep south region of the United States.	E
0	IA0	T2032	Jakarta is the where the government in Republic of Indonesia is.	E	T2032_mod_4	Jakarta is the where the government in Republic of Indonesia is.	C
0	IA0	T435	Children of Bodom went by a different name their first four years of performing.	E	T435_mod_1	Children of Bodom went by a different name their first four years of performing.	C
0	IA1	T1668	Jerusalem is close to two thirds Jewish in population.	E	T1668_mod_1	Jerusalem is close to two thirds Jewish in population.	C
0	IA1	T17	Bryce Dallas Howard has been acting for about 30 years.	E	T17_mod_1	Bryce Dallas Howard has been acting for about 30 years.	C
0	IA0	T777	David Packouz is a former arms dealer who was sentenced to house arrest in the United States.	E	T777_mod_3	David Packouz is a former arms dealer who was sentenced to house arrest in the United States.	C
0	IA0	T1688	John Cyril Porte served more than once in the military.	E	T1688_mod_3	John Cyril Porte served more than once in the military.	C
0	IA1	T203	Japan's House of Councillors is higher than the house of representatives.	E	T203_mod_4	Japan's House of Councillors is higher than the house of representatives.	C
0	IA0	T1164	Romanian Footballer of the Year has been awarded every year since 1966.	E	T1164_mod_4	Romanian Footballer of the Year has been awarded every year since 1966.	C
0	IA1	T1690	Jinder Mahal is a neophyte in the ring.	C	T1690_mod_3	Jinder Mahal is a neophyte in the ring.	E
0	IA1	T797	Cue Card is a race horse foaled in Great Britain.	E	T797_mod_4	Cue Card is a race horse foaled in Great Britain.	C
0	IA0	T104	The E Street Band broke up in 1999.	C	T104_mod_5	The E Street Band broke up in 1999.	E
0	IA1	T1545	Jim Mattis was the head of the Joint Chiefs of Staff.	C	T1545_mod_2	Jim Mattis was the head of the Joint Chiefs of Staff.	E
0	IA0	T408	Karen Gillan has been an actress since childhood.	C	T408_mod_4	Karen Gillan has been an actress since childhood.	E
0	IA1	T382	Jeff Hardy is a wrestler and a musician.	E	T382_mod_1	Jeff Hardy is a wrestler and a musician.	C
0	IA1	T982	Republic of Chile is on the west coast of South America.	E	T982_mod_1	Republic of Chile is on the west coast of South America.	C
0	IA0	T400	Jordan Peele began acting professionally at 23 years old.	E	T400_mod_1	Jordan Peele began acting professionally at 23 years old.	C
0	IA0	T688	Dennis Gabor was a 20th century Nobel Price winning Physicist..	E	T688_mod_3	Dennis Gabor was a 20th century Nobel Price winning Physicist..	C
0	IA0	T734	David Cook has never had a child with his spouse, Helen.	C	T734_mod_4	David Cook has never had a child with his spouse, Helen.	E
0	IA0	T1179	Brigadier Gerard has a perfect career win-loss record	C	T1179_mod_3	Brigadier Gerard has a perfect career win-loss record	E
0	IA1	T1212	Glacier National Park is in two counties near Columbia Falls.	E	T1212_mod_5	Glacier National Park is in two counties near Columbia Falls.	C
0	IA0	T372	Florence Lawrence died before her third husband.	C	T372_mod_2	Florence Lawrence died before her third husband.	E
0	IA0	T152	Jane Austen was buried in her home country.	E	T152_mod_4	Jane Austen was buried in her home country.	C
0	IA0	T1917	Republic of Iraq is USA territory	C	T1917_mod_1	Republic of Iraq is USA territory	E
0	IA0	T1464	John James Rickard Macleod was in his fifties when he died.	E	T1464_mod_2	John James Rickard Macleod was in his fifties when he died.	C
0	IA1	T1002	Catalonia have no voice or representational governance in place.	C	T1002_mod_3	Catalonia have no voice or representational governance in place.	E
0	IA1	T1861	Iceland has been inhabited for over a millenia.	E	T1861_mod_5	Iceland has been inhabited for over a millenia.	C
0	IA0	T382	Jeff Hardy first wrestled professionally in 1990.	C	T382_mod_2	Jeff Hardy first wrestled professionally in 1990.	E
0	IA1	T1659	Jungle was filmed on two continents.	E	T1659_mod_1	Jungle was filmed on two continents.	C
0	IA0	T1473	Jimson Weed is a 19th century work of art.	C	T1473_mod_2	Jimson Weed is a 19th century work of art.	E
0	IA1	T702	City of London is Roman land.	C	T702_mod_2	City of London is Roman land.	E
0	IA0	T749	Crossed is a post-apocalyptic series published after the turn of the century.	E	T749_mod_2	Crossed is a post-apocalyptic series published after the turn of the century.	C
0	IA0	T1614	John Paul Getty III was born in the early part of the 1900s.	C	T1614_mod_2	John Paul Getty III was born in the early part of the 1900s.	E
0	IA0	T1031	The same publisher of 'Case Closed' also provided the English translation.	C	T1031_mod_2	The same publisher of 'Case Closed' also provided the English translation.	E
0	IA1	T2028	Hot Fuzz was a multi-national film production	E	T2028_mod_4	Hot Fuzz was a multi-national film production	C
0	IA1	T1508	PepsiCo has never tried to make an energy soft drink.	C	T1508_mod_4	PepsiCo has never tried to make an energy soft drink.	E
0	IA0	T308	K?lm?n Tihanyi received his schooling in Italy.	C	T308_mod_1	K?lm?n Tihanyi received his schooling in Italy.	E
0	IA1	T413	Justus von Liebig was a European scientist.	E	T413_mod_5	Justus von Liebig was a European scientist.	C
0	IA1	T310	Christchurch is over 200 years old.	C	T310_mod_2	Christchurch is over 200 years old.	E
0	IA0	T778	Crystal Head Vodka was released in the USA.	E	T778_mod_1	Crystal Head Vodka was released in the USA.	C
0	IA1	T20	Flatbush Zombies are signed to RCA records.	C	T20_mod_5	Flatbush Zombies are signed to RCA records.	E
0	IA1	T733	Coca-Cola with Lime/Diet Coke with Citrus Zest is a British-American beverage.	E	T733_mod_3	Coca-Cola with Lime/Diet Coke with Citrus Zest is a British-American beverage.	C
0	IA1	T1404	Kaya Scodelario was born with a different last name.	E	T1404_mod_2	Kaya Scodelario was born with a different last name.	C
0	IA0	T581	Cracovia is a weak alcoholic drink	C	T581_mod_2	Cracovia is a weak alcoholic drink	E
0	IA0	T1614	John Paul Getty III was known for being taken away from his family.	E	T1614_mod_3	John Paul Getty III was known for being taken away from his family.	C
0	IA1	T846	Dean Martin has been active in the music industry for over 60 years.	C	T846_mod_1	Dean Martin has been active in the music industry for over 60 years.	E
0	IA1	T1177	John F. Kennedy International Airport is used solely for airplanes.	C	T1177_mod_2	John F. Kennedy International Airport is used solely for airplanes.	E
0	IA0	T1179	There was only one race that Brigadier Gerard ran that wasn't won by the horse.	E	T1179_mod_4	There was only one race that Brigadier Gerard ran that wasn't won by the horse.	C
0	IA0	T340	Jennifer Love Hewitt is an actress who had a singing career in Pop music.	E	T340_mod_3	Jennifer Love Hewitt is an actress who had a singing career in Pop music.	C
0	IA1	T940	Bruges has a single post code representing the entire city.	C	T940_mod_5	Bruges has a single post code representing the entire city.	E
0	IA0	T207	All Burn Energy drinks are sugar free.	C	T207_mod_4	All Burn Energy drinks are sugar free.	E
0	IA0	T1656	Karen Gillan is a female UK actress.	E	T1656_mod_3	Karen Gillan is a female UK actress.	C
0	IA1	T491	Cory Monteith was a Canadian entertainer that died less than a decade ago.	E	T491_mod_2	Cory Monteith was a Canadian entertainer that died less than a decade ago.	C
0	IA0	T17	Bryce Dallas Howard has been acting for more than 20 years.	E	T17_mod_2	Bryce Dallas Howard has been acting for more than 20 years.	C
0	IA0	T1918	Hypatia studied the teachings of well-known philosophers.	E	T1918_mod_3	Hypatia studied the teachings of well-known philosophers.	C
0	IA0	T829	Commonwealth of the Philippines was a independent Sovereign nation.	C	T829_mod_2	Commonwealth of the Philippines was a independent Sovereign nation.	E
0	IA1	T727	Dick Van Dyke is not yet a grandfather.	C	T727_mod_1	Dick Van Dyke is not yet a grandfather.	E
0	IA1	T382	Jeff Hardy began wrestling professionally when they were only 16 years old.	E	T382_mod_3	Jeff Hardy began wrestling professionally when they were only 16 years old.	C
0	IA1	T792	David Ronald de Mey Warren was a flight recorder since the early 1920's.	C	T792_mod_2	David Ronald de Mey Warren was a flight recorder since the early 1920's.	E
0	IA1	T403	John Harrison is an award-winning English Horologist.	E	T403_mod_5	John Harrison is an award-winning English Horologist.	C
0	IA0	T323	The Czech Republic was part of the European Union before independence.	C	T323_mod_2	The Czech Republic was part of the European Union before independence.	E
0	IA0	T286	Fan Bingbing is the head of their own Label.	E	T286_mod_3	Fan Bingbing is the head of their own Label.	C
0	IA1	T727	Dick Van Dyke is an actor and comedian from Malibu.	E	T727_mod_2	Dick Van Dyke is an actor and comedian from Malibu.	C
0	IA0	T1882	Jack of Fables was a monthly comic book series.	E	T1882_mod_2	Jack of Fables was a monthly comic book series.	C
0	IA1	T1503	Jim Belushi was active in his listed occupations in the early 1970's.	C	T1503_mod_5	Jim Belushi was active in his listed occupations in the early 1970's.	E
0	IA0	T1713	John Cho was born in the Summer of 1972.	E	T1713_mod_3	John Cho was born in the Summer of 1972.	C
0	IA1	T308	K?lm?n Tihanyi was an educated European.	E	T308_mod_2	K?lm?n Tihanyi was an educated European.	C
0	IA1	T816	The XXIII Olympic Winter Games took place in 2018.	E	T816_mod_2	The XXIII Olympic Winter Games took place in 2018.	C
0	IA1	T790	Cuba's War of Independence was waged nearly three decades after its Declaration of Independence.	E	T790_mod_3	Cuba's War of Independence was waged nearly three decades after its Declaration of Independence.	C
0	IA0	T458	Contract bridge is purely luck based.	C	T458_mod_3	Contract bridge is purely luck based.	E
0	IA0	T1656	Karen Gillan has been active since her twenties.	C	T1656_mod_4	Karen Gillan has been active since her twenties.	E
0	IA0	T1677	Johannes Gutenberg made it easier for people to print things.	E	T1677_mod_4	Johannes Gutenberg made it easier for people to print things.	C
0	IA0	T543	Cricket is an unpopular sport in India.	C	T543_mod_2	Cricket is an unpopular sport in India.	E
0	IA1	T839	DC Comics presents was ongoing comic series that ran over 100 issues while active.	E	T839_mod_4	DC Comics presents was ongoing comic series that ran over 100 issues while active.	C
0	IA1	T829	The Philippines have had a nation assembly government for their entire history.	C	T829_mod_3	The Philippines have had a nation assembly government for their entire history.	E
0	IA1	T261	There were monarchs in three different capitals in Jin's history..	E	T261_mod_3	There were monarchs in three different capitals in Jin's history..	C
0	IA0	T596	Ciara is an American R&B singer and dancer.	E	T596_mod_2	Ciara is an American R&B singer and dancer.	C
0	IA1	T974	The urban square mileage of Chicago is larger than the metro square mileage.	C	T974_mod_2	The urban square mileage of Chicago is larger than the metro square mileage.	E
0	IA1	T1464	John James Rickard Macleod, FRS was a British Nobel Prize winner.	E	T1464_mod_3	John James Rickard Macleod, FRS was a British Nobel Prize winner.	C
0	IA1	T361	Joaquin Rafael Bottom has been known as Leaf Phoenix.	E	T361_mod_3	Joaquin Rafael Bottom has been known as Leaf Phoenix.	C
0	IA0	T741	David Duchovny made his big screen debut at the age of 24.	C	T741_mod_3	David Duchovny made his big screen debut at the age of 24.	E
0	IA1	T1600	K?roly Zipernowsky was born in 19th century Vienna.	E	T1600_mod_1	K?roly Zipernowsky was born in 19th century Vienna.	C
0	IA0	T1017	Casablanca is a classic American Hollywood film.	E	T1017_mod_3	Casablanca is a classic American Hollywood film.	C
0	IA1	T1002	Catalonia is governed by elected officials and overseen by a monarchy.	E	T1002_mod_4	Catalonia is governed by elected officials and overseen by a monarchy.	C
0	IA0	T1241	Consoles with 128 bytes of RAM are not compatible with joysticks.	C	T1241_mod_2	Consoles with 128 bytes of RAM are not compatible with joysticks.	E
0	IA1	T1412	You can get a new issue of Johnny the Homicidal Maniac next month.	C	T1412_mod_3	You can get a new issue of Johnny the Homicidal Maniac next month.	E
0	IA1	T1791	Huddersfield Ben is a name for a mut.	C	T1791_mod_6	Huddersfield Ben is a name for a mut.	E
0	IA1	T581	Cracovia was originally a beer and transformed into 40 Proof Vodka.	C	T581_mod_3	Cracovia was originally a beer and transformed into 40 Proof Vodka.	E
0	IA0	T811	Collision Course is a multi-disc rap/rock mash up released in 2004.	E	T811_mod_1	Collision Course is a multi-disc rap/rock mash up released in 2004.	C
0	IA0	T310	Christchurch is located on the southern island of New Zealand.	E	T310_mod_3	Christchurch is located on the southern island of New Zealand.	C
0	IA1	T727	Dick Van Dyke's middle initial is found near the end of the English alphabet.	E	T727_mod_3	Dick Van Dyke's middle initial is found near the end of the English alphabet.	C
0	IA1	T829	Sergio Osme?a never served in more than one elected office.	C	T829_mod_4	Sergio Osme?a never served in more than one elected office.	E
0	IA1	T536	Denver is a city in Colorado in the United States named for James Denver.	E	T536_mod_4	Denver is a city in Colorado in the United States named for James Denver.	C
0	IA1	T839	The DC Comics Presents only came out annually.	C	T839_mod_5	The DC Comics Presents only came out annually.	E
0	IA1	T416	Johnny Depp died in car accident in early 2015.	C	T416_mod_3	Johnny Depp died in car accident in early 2015.	E
0	IA0	T1131	George Mason University's mascot is the whale.	C	T1131_mod_3	George Mason University's mascot is the whale.	E
0	IA1	T793	Colin Farrell began singing when they were 21 years old.	E	T793_mod_2	Colin Farrell began singing when they were 21 years old.	C
0	IA0	T1618	Jupiter and Io is a 16th century work of art.	E	T1618_mod_4	Jupiter and Io is a 16th century work of art.	C
0	IA1	T1668	Jerusalem is comprised of mainly Jewish people.	E	T1668_mod_2	Jerusalem is comprised of mainly Jewish people.	C
0	IA0	T361	Joaquin Phoenix is an American entertainer.	E	T361_mod_4	Joaquin Phoenix is an American entertainer.	C
0	IA0	T1612	Johann Nikolaus von Dreyse was Prussian.	C	T1612_mod_5	Johann Nikolaus von Dreyse was Prussian.	E
0	IA0	T1134	Caravan Palace does no marketing and has gained fame mainly thru word-of-mouth.	C	T1134_mod_1	Caravan Palace does no marketing and has gained fame mainly thru word-of-mouth.	E
0	IA1	T1713	John Cho has been acting for more than two and a half decades.	C	T1713_mod_4	John Cho has been acting for more than two and a half decades.	E
0	IA1	T1768	Iced Earth is not played now	C	T1768_mod_4	Iced Earth is not played now	E
0	IA0	T2032	There are ten languages spoken in Republic of Indonesia.	C	T2032_mod_5	There are ten languages spoken in Republic of Indonesia.	E
0	IA0	T928	Charlie and the Chocolate Factory was released in four countries.	C	T928_mod_4	Charlie and the Chocolate Factory was released in four countries.	E
0	IA1	T816	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	E	T816_mod_3	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	C
0	IA1	T1600	K?roly Zipernowsky didn't go to school to become an engineer.	C	T1600_mod_2	K?roly Zipernowsky didn't go to school to become an engineer.	E
0	IA0	T1586	Kappa Coronae Borealis b is part of the Little Dipper constellation.	C	T1586_mod_4	Kappa Coronae Borealis b is part of the Little Dipper constellation.	E
0	IA0	T790	The Cuban Revolution lasted about  years before finally ending peacefully.	C	T790_mod_4	The Cuban Revolution lasted about  years before finally ending peacefully.	E
0	IA1	T323	Czech Republic gained independence in late the 20th century.	E	T323_mod_3	Czech Republic gained independence in late the 20th century.	C
0	IA0	T554	Danehill was an American racehorse.	E	T554_mod_4	Danehill was an American racehorse.	C
0	IA0	T294	Universal Pictures released Fast & Furious in 2009.	E	T294_mod_4	Universal Pictures released Fast & Furious in 2009.	C
0	IA0	T1692	John Wayne Gacy died when they were 40.	C	T1692_mod_1	John Wayne Gacy died when they were 40.	E
0	IA0	T340	Jennifer Love Hewitt is currently a singer.	C	T340_mod_4	Jennifer Love Hewitt is currently a singer.	E
0	IA0	T12	The Faroe Islands has more than one official religion.	C	T12_mod_6	The Faroe Islands has more than one official religion.	E
0	IA0	T727	Van Dyke served in the military for WWII for over 4 years.	C	T727_mod_4	Van Dyke served in the military for WWII for over 4 years.	E
0	IA1	T1713	John Cho has been married for over ten years.	E	T1713_mod_5	John Cho has been married for over ten years.	C
0	IA1	T848	Dear White People is a TV show directed and written by Justin Simien.	E	T848_mod_1	Dear White People is a TV show directed and written by Justin Simien.	C
0	IA0	T1586	Kappa Coronae Borealis b is a few light years from Earth.	C	T1586_mod_5	Kappa Coronae Borealis b is a few light years from Earth.	E
0	IA1	T447	China has had two republic periods.	E	T447_mod_6	China has had two republic periods.	C
0	IA1	T435	The band Inearthed comes from Finland.	E	T435_mod_2	The band Inearthed comes from Finland.	C
0	IA0	T828	Common is a hip hop musician from Chicago.	E	T828_mod_2	Common is a hip hop musician from Chicago.	C
0	IA1	T261	Luoyang was the capital at the time the Eastern Jin began.	C	T261_mod_4	Luoyang was the capital at the time the Eastern Jin began.	E
0	IA1	T1369	FSU is located in Georgia.	C	T1369_mod_4	FSU is located in Georgia.	E
0	IA0	T982	Republic of Chile is a military dictatorship with representative parliament.	C	T982_mod_2	Republic of Chile is a military dictatorship with representative parliament.	E
0	IA0	T261	The reunification of China preceded the establishment of Jin.	C	T261_mod_5	The reunification of China preceded the establishment of Jin.	E
0	IA0	T1706	Jeff Lynne has been active as a musician in more than one century.	E	T1706_mod_3	Jeff Lynne has been active as a musician in more than one century.	C
0	IA0	T982	The Republic of Chile lies north of the equator.	C	T982_mod_3	The Republic of Chile lies north of the equator.	E
0	IA1	T1179	Brigadier Gerard is a British male racehorse.	E	T1179_mod_5	Brigadier Gerard is a British male racehorse.	C
0	IA0	T1544	Johnny Cash was alive during two different centuries.	E	T1544_mod_2	Johnny Cash was alive during two different centuries.	C
0	IA0	T1010	Boy Peeling Fruit is a 16th century European work of art.	E	T1010_mod_3	Boy Peeling Fruit is a 16th century European work of art.	C
0	IA1	T535	Crisis on Infinite Earths is an old American comic book series from the 80s.	E	T535_mod_1	Crisis on Infinite Earths is an old American comic book series from the 80s.	C
0	IA1	T543	Almost 1 million people watched cricket in India for the 2017 season.	C	T543_mod_3	Almost 1 million people watched cricket in India for the 2017 season.	E
0	IA1	T805	Culture was the culmination of a production collaboration between the Migos and 808God, whom produced all the songs on the album.	C	T805_mod_2	Culture was the culmination of a production collaboration between the Migos and 808God, whom produced all the songs on the album.	E
0	IA1	T1265	Brian May's scientific achievements made him famous.	C	T1265_mod_1	Brian May's scientific achievements made him famous.	E
0	IA1	T983	Camilla is part of the British Royal family.	E	T983_mod_5	Camilla is part of the British Royal family.	C
0	IA1	T1847	Jack Antonoff has performed with smaller acts.	C	T1847_mod_5	Jack Antonoff has performed with smaller acts.	E
0	IA1	T1614	There are 3 males with the same name in John Paul Getty's family.	E	T1614_mod_4	There are 3 males with the same name in John Paul Getty's family.	C
0	IA0	T286	Fan Bingbing is a Chinese entertainer.	E	T286_mod_4	Fan Bingbing is a Chinese entertainer.	C
0	IA1	T831	The Union of the Comoros was dissolved in 2009.	C	T831_mod_3	The Union of the Comoros was dissolved in 2009.	E
0	IA0	T749	Crossed is published in consistent intervals and is still an ongoing series.	C	T749_mod_3	Crossed is published in consistent intervals and is still an ongoing series.	E
0	IA1	T403	John Harrison died before the Declaration of Independence was signed.	E	T403_mod_6	John Harrison died before the Declaration of Independence was signed.	C
0	IA1	T1635	Kauto Star sired man offspring after his retirement.	C	T1635_mod_2	Kauto Star sired man offspring after his retirement.	E
0	IA1	T13	Fearless was released in the Spring of 2008.	C	T13_mod_4	Fearless was released in the Spring of 2008.	E
0	IA1	T1395	Station code BGE is managed by Northern	E	T1395_mod_4	Station code BGE is managed by Northern	C
0	IA1	T319	The Czech Republic is a multi-ethnic and multi-lingual nation.	E	T319_mod_2	The Czech Republic is a multi-ethnic and multi-lingual nation.	C
0	IA0	T1134	Caravan Palace is a French musical group.	E	T1134_mod_2	Caravan Palace is a French musical group.	C
0	IA1	T792	David Ronald de Mey Warren never went on a plane in their life.	C	T792_mod_3	David Ronald de Mey Warren never went on a plane in their life.	E
0	IA1	T1713	John Cho began his career right out of high school, skipping college.	C	T1713_mod_6	John Cho began his career right out of high school, skipping college.	E
0	IA1	T1692	John Wayne Gacy was killed by the state.	E	T1692_mod_2	John Wayne Gacy was killed by the state.	C
0	IA1	T1512	John McCain did multiple stints in office.	E	T1512_mod_2	John McCain did multiple stints in office.	C
0	IA0	T758	The bull Code Blue was originally from the United Kingdom.	C	T758_mod_1	The bull Code Blue was originally from the United Kingdom.	E
0	IA0	T1545	Jim Mattis served in the military for 44 years.	E	T1545_mod_3	Jim Mattis served in the military for 44 years.	C
0	IA1	T534	C?OC is a French vodka that comes in various flavors.	E	T534_mod_5	C?OC is a French vodka that comes in various flavors.	C
0	IA1	T1942	Jacques Charles was a European man of science.	E	T1942_mod_3	Jacques Charles was a European man of science.	C
0	IA1	T1265	Brian May is an award-winning British rock musician	E	T1265_mod_2	Brian May is an award-winning British rock musician	C
0	IA1	T1882	Jack of Fables is a comic series	E	T1882_mod_3	Jack of Fables is a comic series	C
0	IA0	T811	Collision Course is a 20th century music album.	C	T811_mod_2	Collision Course is a 20th century music album.	E
0	IA0	T1784	Interior is a painted mural.	C	T1784_mod_4	Interior is a painted mural.	E
0	IA0	T1545	Jim Mattis served in the military for over forty years.	E	T1545_mod_4	Jim Mattis served in the military for over forty years.	C
0	IA1	T839	DC Comics Presents is an ongoing series that has been publishing continuously since 1978.	C	T839_mod_6	DC Comics Presents is an ongoing series that has been publishing continuously since 1978.	E
0	IA0	T947	The Republic of Botswana is located north of the equator.	C	T947_mod_6	The Republic of Botswana is located north of the equator.	E
0	IA1	T557	Club is the most popular soft drink in the world.	C	T557_mod_3	Club is the most popular soft drink in the world.	E
0	IA0	T416	The actor Johnny Depp began acting when they were 21 years old.	E	T416_mod_4	The actor Johnny Depp began acting when they were 21 years old.	C
0	IA1	T1412	Slave Labor Graphics published at least one monthly series.	E	T1412_mod_4	Slave Labor Graphics published at least one monthly series.	C
0	IA1	T308	K?lm?n Tihanyi lived in several European countries.	E	T308_mod_3	K?lm?n Tihanyi lived in several European countries.	C
0	IA1	T729	David Byrne lived in the United Kingdom when they first became a musician.	C	T729_mod_1	David Byrne lived in the United Kingdom when they first became a musician.	E
0	IA0	T822	The city of Columbus in Georgia was founded shortly after the Civil War began.	C	T822_mod_1	The city of Columbus in Georgia was founded shortly after the Civil War began.	E
0	IA0	T1241	The Atari 2600 was discontinued 14 years after being released in Europe.	E	T1241_mod_3	The Atari 2600 was discontinued 14 years after being released in Europe.	C
0	IA0	T596	Ciara is an American entertainer married to an athlete.	E	T596_mod_3	Ciara is an American entertainer married to an athlete.	C
0	IA1	T1534	Joe Rogan began doing stand up when he was 16.	C	T1534_mod_4	Joe Rogan began doing stand up when he was 16.	E
0	IA0	T845	Dean Kamen is an American inventor from New Hampshire.	E	T845_mod_1	Dean Kamen is an American inventor from New Hampshire.	C
0	IA0	T1550	J?rgen Skafte Rasmussen was known for their business skills.	C	T1550_mod_6	J?rgen Skafte Rasmussen was known for their business skills.	E
0	IA1	T1473	The art piece Jimson Weed was made two years after Georgia O'Keeffe's death.	C	T1473_mod_3	The art piece Jimson Weed was made two years after Georgia O'Keeffe's death.	E
0	IA0	T758	Code Blue is an American Bull.	E	T758_mod_2	Code Blue is an American Bull.	C
0	IA1	T1918	Hypatia is new.	C	T1918_mod_4	Hypatia is new.	E
0	IA0	T578	Close Encounters of the Third Kind was a Hollywood film, written and directed by a famous director.	E	T578_mod_4	Close Encounters of the Third Kind was a Hollywood film, written and directed by a famous director.	C
0	IA1	T840	Dead Can Dance is an Australian musical group.	E	T840_mod_1	Dead Can Dance is an Australian musical group.	C
0	IA1	T910	Catania lies west of the prime meridian and does not recognize daily savings time.	C	T910_mod_3	Catania lies west of the prime meridian and does not recognize daily savings time.	E
0	IA0	T332	Jay Park is an American entertainer.	E	T332_mod_4	Jay Park is an American entertainer.	C
0	IA1	T405	Republic of Burundi lies north of the Equator.	C	T405_mod_5	Republic of Burundi lies north of the Equator.	E
0	IA0	T1614	John Paul Getty III died within 100 miles of his birthplace.	C	T1614_mod_5	John Paul Getty III died within 100 miles of his birthplace.	E
0	IA1	T899	Chengdu's highest elevation is over 5,000 meters.	E	T899_mod_3	Chengdu's highest elevation is over 5,000 meters.	C
0	IA0	T719	Cristiano Ronaldo is a European athlete..	E	T719_mod_5	Cristiano Ronaldo is a European athlete..	C
0	IA1	T1592	Joy is a film that didn't include any kind of music in it.	C	T1592_mod_4	Joy is a film that didn't include any kind of music in it.	E
0	IA1	T1888	City council of Huntington Beach, California includes City attorney and City treasurer.	C	T1888_mod_4	City council of Huntington Beach, California includes City attorney and City treasurer.	E
0	IA1	T1500	John Napier helped develop math concepts.	E	T1500_mod_2	John Napier helped develop math concepts.	C
0	IA1	T1148	Jamie Lynn Spears is the daughter of Britney Spears.	C	T1148_mod_4	Jamie Lynn Spears is the daughter of Britney Spears.	E
0	IA1	T709	Crack-Up is a music album recorded and released over a two-year period.	E	T709_mod_4	Crack-Up is a music album recorded and released over a two-year period.	C
0	IA1	T840	deadcandance.com is the website of an Antipodean band.	E	T840_mod_2	deadcandance.com is the website of an Antipodean band.	C
0	IA1	T1668	Population wise, is made up of about half Arab people.	C	T1668_mod_3	Population wise, is made up of about half Arab people.	E
0	IA0	T667	Crimson Peak was released to Blu-Ray in 2014.	C	T667_mod_1	Crimson Peak was released to Blu-Ray in 2014.	E
0	IA0	T733	Coca-Cola with Lime/Diet Coke with Citrus Zest has been introduced more than once.	E	T733_mod_4	Coca-Cola with Lime/Diet Coke with Citrus Zest has been introduced more than once.	C
0	IA1	T332	Jay Park began their rap career in Oakland.	C	T332_mod_5	Jay Park began their rap career in Oakland.	E
0	IA0	T1477	Kanye West is from New York City.	C	T1477_mod_3	Kanye West is from New York City.	E
0	IA1	T1847	Jack Antonoff is not anyone special.	C	T1847_mod_6	Jack Antonoff is not anyone special.	E
0	IA1	T543	India competes in cricket and has the Indian Premier League.	E	T543_mod_4	India competes in cricket and has the Indian Premier League.	C
0	IA0	T348	Christina Aguilera has released pop music under the RCA label.	E	T348_mod_3	Christina Aguilera has released pop music under the RCA label.	C
